Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,-9999
157,Jayden Higgins,HOU,WR,23,11,6,0,0,0,0,0,0,0,,0,45,27,294,10.89,4,0,0,4,,,53,80.4,83.4,66.9,,52,,HiggJa00
158,Bucky Irving,TAM,RB,23,4,4,0,0,0,0,0,71,237,3.34,0,19,19,193,10.16,2,1,1,2,,,53,72.0,79.0,62.5,,48,,IrviBu00
159,Tory Horton,SEA,WR,23,8,3,0,0,0,0,0,0,0,,0,22,13,161,12.38,5,0,0,6,,,52,65.1,68.1,58.6,,53,,HortTo00
160,Kyle Pitts,ATL,TE,25,11,11,0,0,0,0,0,0,0,,0,67,49,459,9.37,1,0,0,1,,,52,100.9,103.9,76.4,,22,,PittKy00
161,Chimere Dike,TEN,WR,24,11,7,0,0,0,0,0,8,17,2.13,0,43,28,252,9.00,2,1,0,4,,,51,78.9,81.9,64.9,,54,,DikeCh00
162,Russell Wilson,NYG,QB,37,6,3,69,119,831,3,3,18,106,5.89,0,0,0,0,,0,3,0,0,,,50,49.8,58.8,52.8,,38,,WilsRu00
163,Jake Browning,CIN,QB,29,5,3,81,125,771,6,8,9,39,4.33,1,0,0,0,,0,1,0,1,,,49,48.7,59.7,56.7,,39,,BrowJa08
164,Keon Coleman,BUF,WR,22,9,6,0,0,0,0,0,0,0,,0,49,32,330,10.31,3,1,1,3,,,49,81.0,85.0,65.0,,55,,ColeKe02
165,Josh Downs,IND,WR,24,10,6,0,0,0,0,0,0,0,,0,54,38,326,8.58,3,1,1,3,,,49,86.6,90.6,67.6,,56,,DownJo00
166,Isiah Pacheco,KAN,RB,26,8,8,0,0,0,0,0,78,329,4.22,1,17,11,43,3.91,1,0,0,2,,,49,60.2,63.2,54.7,,49,,PachIs00
167,Kendrick Bourne,SFO,WR,30,11,7,0,0,0,0,0,0,0,,0,42,31,482,15.55,0,0,0,0,,,48,79.2,82.2,63.7,,57,,BourKe00
168,Xavier Legette,CAR,WR,24,10,10,0,0,0,0,0,1,0,0.00,0,51,27,286,10.59,3,1,0,3,,,47,73.6,76.6,60.1,,61,,LegeXa00
169,Jalen Nailor,MIN,WR,26,11,6,0,0,0,0,0,1,15,15.00,0,38,20,318,15.90,2,0,0,2,1,,47,67.3,70.3,57.3,,58,,NailJa00
170,David Njoku,CLE,TE,29,10,9,0,0,0,0,0,0,0,,0,45,30,288,9.60,3,0,0,3,,,47,76.8,79.8,61.8,,23,,NjokDa00
171,Chris Rodriguez,WAS,RB,25,9,4,0,0,0,0,0,60,279,4.65,3,1,1,6,6.00,0,0,0,3,,,47,47.5,50.5,47.0,,50,,RodrCh00
172,Jake Tonges,SFO,TE,26,12,1,0,0,0,0,0,0,0,,0,35,26,226,8.69,4,0,0,4,,,47,72.6,75.6,59.6,,24,,TongJa00
173,Malik Washington,MIA,WR,24,11,3,0,0,0,0,0,13,78,6.00,0,47,33,234,7.09,2,1,1,3,,,47,80.2,84.2,63.7,,60,,WashMa00
174,Xavier Worthy,KAN,WR,22,9,9,0,0,0,0,0,7,73,10.43,0,53,31,340,10.97,1,0,0,1,,,47,78.3,81.3,62.8,,59,,WortXa00
175,Xavier Hutchinson,HOU,WR,25,11,4,0,0,0,0,0,2,14,7.00,0,34,24,264,11.00,3,0,0,3,,,46,69.8,72.8,57.8,,62,,HutcXa00
176,Elic Ayomanor,TEN,WR,22,10,9,0,0,0,0,0,0,0,,0,59,28,334,11.93,2,0,0,2,,,45,73.4,76.4,59.4,,63,,AyomEl00
177,Greg Dortch,ARI,WR,27,11,3,0,0,0,0,0,7,15,2.14,1,31,27,192,7.11,3,1,0,4,,,45,71.7,74.7,58.2,,65,,DortGr01
178,Cooper Kupp,SEA,WR,32,10,10,0,1,0,0,1,0,0,,0,46,31,414,13.35,1,0,0,1,,,45,76.4,80.4,61.9,,64,,KuppCo00
179,Devin Singletary,NYG,RB,28,12,1,0,0,0,0,0,74,238,3.22,2,10,9,92,10.22,0,0,0,2,,,45,54.0,57.0,49.5,,51,,SingDe00
180,Justice Hill,BAL,RB,28,10,0,0,0,0,0,0,18,93,5.17,2,27,21,169,8.05,1,1,0,3,,,44,65.2,68.2,54.7,,52,,HillJu00
181,Jerry Jeudy,CLE,WR,26,11,11,0,0,0,0,0,0,0,,0,76,32,395,12.34,1,1,1,1,,,44,75.5,79.5,59.5,,66,,JeudJe00
182,Brian Robinson Jr.,SFO,RB,26,12,0,0,0,0,0,0,64,302,4.72,2,10,7,19,2.71,0,0,0,2,,,44,51.1,54.1,47.6,,53,,RobiBr01
183,T.J. Hockenson,MIN,TE,28,11,11,0,0,0,0,0,1,0,0.00,0,51,38,299,7.87,2,0,0,2,,,42,79.9,82.9,60.9,,25,,HockTJ00
184,Sterling Shepard,TAM,WR,32,11,1,0,0,0,0,0,4,19,4.75,0,50,37,361,9.76,1,1,1,1,,,42,79.0,83.0,60.5,,67,,ShepSt00
185,Jameis Winston,NYG,QB,31,2,2,37,65,567,2,2,7,23,3.29,1,1,1,33,33.00,1,1,1,2,,,42,43.3,49.3,44.8,,40,,WinsJa00
186,Blake Corum,LAR,RB,25,11,0,0,0,0,0,0,82,341,4.16,1,10,5,10,2.00,0,0,0,1,,,41,46.1,49.1,43.6,,54,,CoruBl00
187,Noah Fant,CIN,TE,28,10,5,0,0,0,0,0,0,0,,0,35,31,265,8.55,3,2,2,3,,,41,71.5,76.5,56.0,,26,,FantNo00
188,Calvin Austin III,PIT,WR,26,9,7,0,0,0,0,0,0,0,,0,42,26,278,10.69,2,0,0,2,,,40,65.8,68.8,52.8,,70,,AustCa00
189,Luke McCaffrey,WAS,WR,24,9,0,0,0,0,0,0,0,0,,0,15,11,203,18.45,3,0,0,3,1,,40,51.3,54.3,45.8,,68,,McCaLu00
190,Cade Otton,TAM,TE,26,11,11,0,0,0,0,0,0,0,,0,60,41,402,9.80,0,0,0,0,,,40,81.2,84.2,60.7,,27,,OttoCa00
191,Dylan Sampson,CLE,RB,21,11,1,0,0,0,0,0,38,89,2.34,0,28,23,195,8.48,2,0,0,2,,,40,63.4,66.4,51.9,,55,,SampDy00
192,Tyler Shough,NOR,QB,26,5,3,81,126,829,3,3,15,33,2.20,0,0,0,0,,0,1,1,0,,,40,40.5,47.5,43.5,,41,,ShouTy00
193,Tyrod Taylor,NYJ,QB,36,4,2,60,97,601,4,4,19,99,5.21,0,0,0,0,,0,1,1,0,,,40,39.9,47.9,43.9,,42,,TaylTy00
194,Christian Watson,GNB,WR,26,5,5,0,0,0,0,0,0,0,,0,24,17,283,16.65,2,0,0,2,,,40,57.3,60.3,48.8,,69,,WatsCh00
195,Andrei Iosivas,CIN,WR,26,11,5,0,0,0,0,0,3,14,4.67,0,42,23,317,13.78,1,0,0,1,,,39,62.1,65.1,50.6,,71,,IosiAn00
196,Jeremy McNichols,WAS,RB,30,11,0,0,0,0,0,0,26,181,6.96,1,20,15,149,9.93,0,0,0,1,,,39,54.0,60.0,46.5,,56,,McNiJe00
197,Marvin Mims,DEN,WR,23,9,2,0,0,0,0,0,8,56,7.00,1,32,22,234,10.64,1,2,1,2,,,39,61.0,65.0,50.0,,73,,MimsMa00
198,Malik Nabers,NYG,WR,22,4,4,0,0,0,0,0,0,0,,0,35,18,271,15.06,2,0,0,2,,,39,57.1,60.1,48.1,,72,,NabeMa00
199,Luther Burden,CHI,WR,22,10,1,0,0,0,0,0,3,21,7.00,0,28,22,295,13.41,1,0,0,1,,,38,59.6,62.6,48.6,,74,,BurdLu00
200,Chigoziem Okonkwo,TEN,TE,26,11,8,0,0,0,0,0,0,0,,0,46,35,377,10.77,0,0,0,0,,,38,72.7,75.7,55.2,,28,,OkonCh00
201,Mason Taylor,NYJ,TE,21,11,10,0,0,0,0,0,0,0,,0,53,37,297,8.03,1,0,0,1,1,,38,74.7,77.7,56.2,,29,,TaylMa02
202,Ollie Gordon,MIA,RB,21,11,1,0,0,0,0,0,50,164,3.28,2,8,6,30,5.00,1,0,0,3,,,37,43.4,46.4,40.4,,57,,GordOl00
203,Ty Johnson,BUF,RB,28,11,0,0,0,0,0,0,21,90,4.29,1,16,11,161,14.64,1,1,0,2,,,37,48.1,51.1,42.6,,58,,JohnTy02
204,Tyjae Spears,TEN,RB,24,7,0,0,0,0,0,0,37,159,4.30,1,24,22,148,6.73,0,0,0,1,,,37,58.7,64.7,47.7,,59,,SpeaTy00
